"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7201","User is able to login","","Fri May 16 22:40:44 IST 2025","passed","Fri May 16 22:40:51 IST 2025","","login.spec.js","",""
